q_pip,q_dip,q_linkage_base,q_linkage_distal
4.799655442984405718e-01,-9.499793671953300489e-01,-8.359594564305794506e-01,5.939854550631915586e-01
4.817108735504349037e-01,-9.525015843915030089e-01,-8.382889627155698520e-01,5.959234952263683383e-01
4.834562028024292357e-01,-9.550192875939158554e-01,-8.406144522038694333e-01,5.978610381924753803e-01
4.852015320544235677e-01,-9.575324894840706591e-01,-8.429359336704989047e-01,5.997980878679953776e-01
4.869468613064178997e-01,-9.600412026931808285e-01,-8.452534158745921289e-01,6.017346481250065438e-01
4.886921905584122316e-01,-9.625454398026582759e-01,-8.475669075594658430e-01,6.036707228016049420e-01
4.904375198104065636e-01,-9.650452133445868164e-01,-8.498764174526804993e-01,6.056063157023130472e-01
4.921828490624008956e-01,-9.675405358021893498e-01,-8.521819542661019931e-01,6.075414305984883079e-01
4.939281783143952276e-01,-9.700314196102950426e-01,-8.544835266959633913e-01,6.094760712287268234e-01
4.956735075663895596e-01,-9.725178771557834168e-01,-8.567811434229204437e-01,6.114102412992523661e-01
4.974188368183838915e-01,-9.749999207780346566e-01,-8.590748131121075382e-01,6.133439444843111765e-01
4.991641660703782235e-01,-9.774775627693639279e-01,-8.613645444131901030e-01,6.152771844265521040e-01
5.009094953223725000e-01,-9.799508153754574735e-01,-8.636503459604210065e-01,6.172099647374094111e-01
5.026548245743668319e-01,-9.824196907957905012e-01,-8.659322263726862978e-01,6.191422889974709243e-01
5.044001538263611639e-01,-9.848842011840424071e-01,-8.682101942535562777e-01,6.210741607568470712e-01
5.061454830783554959e-01,-9.873443586485093348e-01,-8.704842581913307953e-01,6.230055835355337024e-01
5.078908123303498279e-01,-9.898001752525096286e-01,-8.727544267590872096e-01,6.249365608237726910e-01
5.096361415823441599e-01,-9.922516630147715233e-01,-8.750207085147199138e-01,6.268670960823952143e-01
5.113814708343384918e-01,-9.946988339098283838e-01,-8.772831120009878525e-01,6.287971927431792452e-01
5.131268000863328238e-01,-9.971416998684037303e-01,-8.795416457455513815e-01,6.307268542091852837e-01
5.148721293383271558e-01,-9.995802727777807206e-01,-8.817963182610126793e-01,6.326560838550956412e-01
5.166174585903214878e-01,-1.002014564482181846e+00,-8.840471380449539396e-01,6.345848850275492836e-01
5.183627878423158197e-01,-1.004444586783127313e+00,-8.862941135799760062e-01,6.365132610454669049e-01
5.201081170943101517e-01,-1.006870351439798306e+00,-8.885372533337303480e-01,6.384412152003777763e-01
5.218534463463044837e-01,-1.009291870169382932e+00,-8.907765657589523656e-01,6.403687507567354942e-01
5.235987755982988157e-01,-1.011709154647435938e+00,-8.930120592934991386e-01,6.422958709522355036e-01
5.253441048502931476e-01,-1.014122216508212215e+00,-8.952437423603791800e-01,6.442225789981259609e-01
5.270894341022874796e-01,-1.016531067345003425e+00,-8.974716233677790811e-01,6.461488780795114906e-01
5.288347633542818116e-01,-1.018935718710470617e+00,-8.996957107090968186e-01,6.480747713556556100e-01
5.305800926062761436e-01,-1.021336182116976410e+00,-9.019160127629697321e-01,6.500002619602831544e-01
5.323254218582704755e-01,-1.023732469036895854e+00,-9.041325378932998369e-01,6.519253530018667142e-01
5.340707511102648075e-01,-1.026124590902937506e+00,-9.063452944492804697e-01,6.538500475639219545e-01
5.358160803622591395e-01,-1.028512559108457403e+00,-9.085542907654238221e-01,6.557743487052931641e-01
5.375614096142534715e-01,-1.030896385007760152e+00,-9.107595351615804802e-01,6.576982594604330323e-01
5.393067388662478034e-01,-1.033276079916402690e+00,-9.129610359429678468e-01,6.596217828396828686e-01
5.410520681182421354e-01,-1.035651655111491376e+00,-9.151588014001870164e-01,6.615449218295461620e-01
5.427973973702364674e-01,-1.038023121831972428e+00,-9.173528398092489766e-01,6.634676793929594751e-01
5.445427266222307994e-01,-1.040390491278925023e+00,-9.195431594315932600e-01,6.653900584695624509e-01
5.462880558742251313e-01,-1.042753774615835294e+00,-9.217297685141048191e-01,6.673120619759558281e-01
5.480333851262194633e-01,-1.045112982968889881e+00,-9.239126752891402283e-01,6.692336928059692269e-01
5.497787143782137953e-01,-1.047468127427231277e+00,-9.260918879745352328e-01,6.711549538309102836e-01
5.515240436302081273e-01,-1.049819219043250484e+00,-9.282674147736331705e-01,6.730758478998248862e-01
5.532693728822024593e-01,-1.052166268832834373e+00,-9.304392638752938538e-01,6.749963778397436442e-01
5.550147021341967912e-01,-1.054509287775641901e+00,-9.326074434539126656e-01,6.769165464559265821e-01
5.567600313861911232e-01,-1.056848286815355920e+00,-9.347719616694343259e-01,6.788363565321127169e-01
5.585053606381853442e-01,-1.059183276859941181e+00,-9.369328266673706551e-01,6.807558108307558697e-01
5.602506898901796761e-01,-1.061514268781894366e+00,-9.390900465788094564e-01,6.826749120932644743e-01
5.619960191421740081e-01,-1.063841273418493216e+00,-9.412436295204336112e-01,6.845936630402333911e-01
5.637413483941683401e-01,-1.066164301572035011e+00,-9.433935835945268522e-01,6.865120663716766103e-01
5.654866776461626721e-01,-1.068483364010086145e+00,-9.455399168889933037e-01,6.884301247672555135e-01
5.672320068981570040e-01,-1.070798471465712165e+00,-9.476826374773636985e-01,6.903478408865053595e-01
5.689773361501513360e-01,-1.073109634637712695e+00,-9.498217534188100331e-01,6.922652173690542199e-01
5.707226654021456680e-01,-1.075416864190851918e+00,-9.519572727581522287e-01,6.941822568348454681e-01
5.724679946541400000e-01,-1.077720170756085061e+00,-9.540892035258723425e-01,6.960989618843527182e-01
5.742133239061343319e-01,-1.080019564930783105e+00,-9.562175537381198964e-01,6.980153350987974292e-01
5.759586531581286639e-01,-1.082315057278954828e+00,-9.583423313967274204e-01,6.999313790403558500e-01
5.777039824101229959e-01,-1.084606658331455975e+00,-9.604635444892100082e-01,7.018470962523690737e-01
5.794493116621173279e-01,-1.086894378586213517e+00,-9.625812009887817489e-01,7.037624892595490955e-01
5.811946409141116598e-01,-1.089178228508430823e+00,-9.646953088543597232e-01,7.056775605681826491e-01
5.829399701661059918e-01,-1.091458218530799940e+00,-9.668058760305711097e-01,7.075923126663350438e-01
5.846852994181003238e-01,-1.093734359053702310e+00,-9.689129104477620658e-01,7.095067480240402347e-01
5.864306286700946558e-01,-1.096006660445414838e+00,-9.710164200220035013e-01,7.114208690935059920e-01
5.881759579220889878e-01,-1.098275133042307061e+00,-9.731164126550972959e-01,7.133346783092986421e-01
5.899212871740833197e-01,-1.100539787149043214e+00,-9.752128962345825158e-01,7.152481780885437956e-01
5.916666164260776517e-01,-1.102800633038770961e+00,-9.773058786337416315e-01,7.171613708311066482e-01
5.934119456780719837e-01,-1.105057680953313248e+00,-9.793953677116036260e-01,7.190742589197816059e-01
5.951572749300663157e-01,-1.107310941103365920e+00,-9.814813713129537653e-01,7.209868447204783592e-01
5.969026041820606476e-01,-1.109560423668670914e+00,-9.835638972683331538e-01,7.228991305823981861e-01
5.986479334340549796e-01,-1.111806138798210775e+00,-9.856429533940462839e-01,7.248111188382191372e-01
6.003932626860493116e-01,-1.114048096610389393e+00,-9.877185474921659214e-01,7.267228118042727836e-01
6.021385919380436436e-01,-1.116286307193202543e+00,-9.897906873505335490e-01,7.286342117807125263e-01
6.038839211900379755e-01,-1.118520780604428833e+00,-9.918593807427686926e-01,7.305453210516983376e-01
6.056292504420323075e-01,-1.120751526871792247e+00,-9.939246354282675888e-01,7.324561418855566330e-01
6.073745796940266395e-01,-1.122978555993139782e+00,-9.959864591522094024e-01,7.343666765349570191e-01
6.091199089460209715e-01,-1.125201877936611083e+00,-9.980448596455575583e-01,7.362769272370743856e-01
6.108652381980153034e-01,-1.127421502640808093e+00,-1.000099844625065959e+00,7.381868962137572154e-01
6.126105674500096354e-01,-1.129637440014954919e+00,-1.002151421793277208e+00,7.400965856716870128e-01
6.143558967020039674e-01,-1.131849699939069254e+00,-1.004199598838530161e+00,7.420059978025430603e-01
6.161012259539982994e-01,-1.134058292264119583e+00,-1.006244383434959033e+00,7.439151347831591821e-01
6.178465552059926313e-01,-1.136263226812184168e+00,-1.008285783242496514e+00,7.458239987756805078e-01
6.195918844579869633e-01,-1.138464513376612697e+00,-1.010323805906878647e+00,7.477325919277211241e-01
6.213372137099812953e-01,-1.140662161722178158e+00,-1.012358459059643501e+00,7.496409163725159530e-01
6.230825429619756273e-01,-1.142856181585230058e+00,-1.014389750318134276e+00,7.515489742290712982e-01
6.248278722139699592e-01,-1.145046582673850732e+00,-1.016417687285502858e+00,7.534567676023180560e-01
6.265732014659642912e-01,-1.147233374668002126e+00,-1.018442277550709818e+00,7.553642985832569323e-01
6.283185307179586232e-01,-1.149416567219673668e+00,-1.020463528688526633e+00,7.572715692491058803e-01
6.300638599699529552e-01,-1.151596169953031046e+00,-1.022481448259538794e+00,7.591785816634453177e-01
6.318091892219472872e-01,-1.153772192464558088e+00,-1.024496043810144030e+00,7.610853378763611232e-01
6.335545184739415081e-01,-1.155944644323201764e+00,-1.026507322872558525e+00,7.629918399245845251e-01
6.352998477259358401e-01,-1.158113535070512068e+00,-1.028515292964814254e+00,7.648980898316337651e-01
6.370451769779301721e-01,-1.160278874220784573e+00,-1.030519961590762534e+00,7.668040896079517665e-01
6.387905062299245040e-01,-1.162440671261191438e+00,-1.032521336240074916e+00,7.687098412510411372e-01
6.405358354819188360e-01,-1.164598935651929956e+00,-1.034519424388245845e+00,7.706153467456031692e-01
6.422811647339131680e-01,-1.166753676826341124e+00,-1.036514233496589554e+00,7.725206080636648487e-01
6.440264939859075000e-01,-1.168904904191057970e+00,-1.038505771012248058e+00,7.744256271647174117e-01
6.457718232379018319e-01,-1.171052627126128787e+00,-1.040494044368187154e+00,7.763304059958433534e-01
6.475171524898961639e-01,-1.173196854985150361e+00,-1.042479060983200423e+00,7.782349464918461024e-01
6.492624817418904959e-01,-1.175337597095394537e+00,-1.044460828261908336e+00,7.801392505753765860e-01
6.510078109938848279e-01,-1.177474862757939222e+00,-1.046439353594761812e+00,7.820433201570620163e-01
6.527531402458791598e-01,-1.179608661247790513e+00,-1.048414644358042214e+00,7.839471571356275703e-01
6.544984694978734918e-01,-1.181739001814009704e+00,-1.050386707913863127e+00,7.858507633980202911e-01
6.562437987498678238e-01,-1.183865893679834969e+00,-1.052355551610169471e+00,7.877541408195329886e-01
6.579891280018621558e-01,-1.185989346042805925e+00,-1.054321182780744159e+00,7.896572912639236996e-01
6.597344572538564877e-01,-1.188109368074880656e+00,-1.056283608745204106e+00,7.915602165835329274e-01
6.614797865058508197e-01,-1.190225968922555833e+00,-1.058242836809002441e+00,7.934629186194035455e-01
6.632251157578451517e-01,-1.192339157706989505e+00,-1.060198874263434288e+00,7.953653992014002583e-01
6.649704450098394837e-01,-1.194448943524108797e+00,-1.062151728385630989e+00,7.972676601483170700e-01
6.667157742618338157e-01,-1.196555335444735579e+00,-1.064101406438569875e+00,7.991697032679994095e-01
6.684611035138281476e-01,-1.198658342514691499e+00,-1.066047915671066715e+00,8.010715303574529322e-01
6.702064327658224796e-01,-1.200757973754918773e+00,-1.067991263317786377e+00,8.029731432029549865e-01
6.719517620178168116e-01,-1.202854238161588096e+00,-1.069931456599238384e+00,8.048745435801665238e-01
6.736970912698111436e-01,-1.204947144706210782e+00,-1.071868502721780914e+00,8.067757332542409010e-01
6.754424205218054755e-01,-1.207036702335746892e+00,-1.073802408877622128e+00,8.086767139799304616e-01
6.771877497737998075e-01,-1.209122919972716481e+00,-1.075733182244821062e+00,8.105774875016953374e-01
6.789330790257941395e-01,-1.211205806515306627e+00,-1.077660829987292512e+00,8.124780555538082538e-01
6.806784082777884715e-01,-1.213285370837476007e+00,-1.079585359254805255e+00,8.143784198604593350e-01
6.824237375297828034e-01,-1.215361621789062596e+00,-1.081506777182987378e+00,8.162785821358582439e-01
6.841690667817771354e-01,-1.217434568195888245e+00,-1.083425090893326725e+00,8.181785440843389878e-01
6.859143960337714674e-01,-1.219504218859858824e+00,-1.085340307493171785e+00,8.200783074004585060e-01
6.876597252857657994e-01,-1.221570582559071916e+00,-1.087252434075737018e+00,8.219778737691005865e-01
6.894050545377601313e-01,-1.223633668047915179e+00,-1.089161477720105076e+00,8.238772448655700131e-01
6.911503837897544633e-01,-1.225693484057166049e+00,-1.091067445491226362e+00,8.257764223556942618e-01
6.928957130417487953e-01,-1.227750039294094542e+00,-1.092970344439923025e+00,8.276754078959198679e-01
6.946410422937431273e-01,-1.229803342442559178e+00,-1.094870181602893844e+00,8.295742031334079059e-01
6.963863715457374592e-01,-1.231853402163107791e+00,-1.096766964002714229e+00,8.314728097061312440e-01
6.981317007977317912e-01,-1.233900227093070345e+00,-1.098660698647839329e+00,8.333712292429629187e-01
6.998770300497261232e-01,-1.235943825846659294e+00,-1.100551392532609363e+00,8.352694633637760546e-01
7.016223593017204552e-01,-1.237984207015061955e+00,-1.102439052637249617e+00,8.371675136795326821e-01
7.033676885537147871e-01,-1.240021379166536875e+00,-1.104323685927877108e+00,8.390653817923747759e-01
7.051130178057091191e-01,-1.242055350846503980e+00,-1.106205299356499250e+00,8.409630692957139608e-01
7.068583470577034511e-01,-1.244086130577643168e+00,-1.108083899861022736e+00,8.428605777743234384e-01
7.086036763096976721e-01,-1.246113726859981785e+00,-1.109959494365253541e+00,8.447579088044259166e-01
7.103490055616920040e-01,-1.248138148170986117e+00,-1.111832089778900468e+00,8.466550639537775425e-01
7.120943348136863360e-01,-1.250159402965652866e+00,-1.113701692997580928e+00,8.485520447817584966e-01
7.138396640656806680e-01,-1.252177499676599304e+00,-1.115568310902823157e+00,8.504488528394569258e-01
7.155849933176750000e-01,-1.254192446714151643e+00,-1.117431950362071547e+00,8.523454896697550964e-01
7.173303225696693319e-01,-1.256204252466432525e+00,-1.119292618228689307e+00,8.542419568074119951e-01
7.190756518216636639e-01,-1.258212925299448948e+00,-1.121150321341964684e+00,8.561382557791477055e-01
7.208209810736579959e-01,-1.260218473557180641e+00,-1.123005066527112739e+00,8.580343881037260090e-01
7.225663103256523279e-01,-1.262220905561662887e+00,-1.124856860595282004e+00,8.599303552920334326e-01
7.243116395776466598e-01,-1.264220229613075785e+00,-1.126705710343559375e+00,8.618261588471636259e-01
7.260569688296409918e-01,-1.266216453989824853e+00,-1.128551622554971878e+00,8.637218002644946324e-01
7.278022980816353238e-01,-1.268209586948627621e+00,-1.130394603998493785e+00,8.656172810317688260e-01
7.295476273336296558e-01,-1.270199636724599568e+00,-1.132234661429054601e+00,8.675126026291746228e-01
7.312929565856239877e-01,-1.272186611531330058e+00,-1.134071801587537287e+00,8.694077665294166479e-01
7.330382858376183197e-01,-1.274170519560970272e+00,-1.135906031200788924e+00,8.713027741978001117e-01
7.347836150896126517e-01,-1.276151368984314249e+00,-1.137737356981623371e+00,8.731976270923036409e-01
7.365289443416069837e-01,-1.278129167950875944e+00,-1.139565785628830596e+00,8.750923266636529974e-01
7.382742735936013156e-01,-1.280103924588974706e+00,-1.141391323827175786e+00,8.769868743554001256e-01
7.400196028455956476e-01,-1.282075647005810559e+00,-1.143213978247411999e+00,8.788812716039942075e-01
7.417649320975899796e-01,-1.284044343287547463e+00,-1.145033755546282173e+00,8.807755198388553808e-01
7.435102613495843116e-01,-1.286010021499387701e+00,-1.146850662366525331e+00,8.826696204824466818e-01
7.452555906015786436e-01,-1.287972689685654260e+00,-1.148664705336884806e+00,8.845635749503477641e-01
7.470009198535729755e-01,-1.289932355869866099e+00,-1.150475891072113566e+00,8.864573846513259525e-01
7.487462491055673075e-01,-1.291889028054812982e+00,-1.152284226172978210e+00,8.883510509874019689e-01
7.504915783575616395e-01,-1.293842714222638079e+00,-1.154089717226270517e+00,8.902445753539289797e-01
7.522369076095559715e-01,-1.295793422334906797e+00,-1.155892370804809888e+00,8.921379591396529918e-01
7.539822368615503034e-01,-1.297741160332688715e+00,-1.157692193467452002e+00,8.940312037267865719e-01
7.557275661135446354e-01,-1.299685936136627973e+00,-1.159489191759096371e+00,8.959243104910763478e-01
7.574728953655389674e-01,-1.301627757647018324e+00,-1.161283372210692333e+00,8.978172808018651807e-01
7.592182246175332994e-01,-1.303566632743880405e+00,-1.163074741339246598e+00,8.997101160221667726e-01
7.609635538695276313e-01,-1.305502569287031012e+00,-1.164863305647831249e+00,9.016028175087278385e-01
7.627088831215219633e-01,-1.307435575116159487e+00,-1.166649071625590395e+00,9.034953866120911670e-01
7.644542123735162953e-01,-1.309365658050897663e+00,-1.168432045747749060e+00,9.053878246766648985e-01
7.661995416255106273e-01,-1.311292825890894242e+00,-1.170212234475619839e+00,9.072801330407846976e-01
7.679448708775049592e-01,-1.313217086415884527e+00,-1.171989644256611562e+00,9.091723130367777017e-01
7.696902001294992912e-01,-1.315138447385763243e+00,-1.173764281524236841e+00,9.110643659910255820e-01
7.714355293814936232e-01,-1.317056916540654932e+00,-1.175536152698120729e+00,9.129562932240276041e-01
7.731808586334879552e-01,-1.318972501600984337e+00,-1.177305264184009825e+00,9.148480960504628001e-01
7.749261878854822871e-01,-1.320885210267544574e+00,-1.179071622373779160e+00,9.167397757792477009e-01
7.766715171374766191e-01,-1.322795050221569291e+00,-1.180835233645441296e+00,9.186313337136047252e-01
7.784168463894709511e-01,-1.324702029124802394e+00,-1.182596104363156542e+00,9.205227711511163591e-01
7.801621756414652831e-01,-1.326606154619562883e+00,-1.184354240877239395e+00,9.224140893837891042e-01
7.819075048934596150e-01,-1.328507434328817238e+00,-1.186109649524170528e+00,9.243052896981058808e-01
7.836528341454538360e-01,-1.330405875856244924e+00,-1.187862336626603010e+00,9.261963733750953054e-01
7.853981633974481680e-01,-1.332301486786308331e+00,-1.189612308493374071e+00,9.280873416903823170e-01
7.871434926494425000e-01,-1.334194274684316506e+00,-1.191359571419512653e+00,9.299781959142467969e-01
7.888888219014368319e-01,-1.336084247096495981e+00,-1.193104131686250291e+00,9.318689373116821884e-01
7.906341511534311639e-01,-1.337971411550055389e+00,-1.194845995561029772e+00,9.337595671424567811e-01
7.923794804054254959e-01,-1.339855775553250972e+00,-1.196585169297516460e+00,9.356500866611598966e-01
7.941248096574198279e-01,-1.341737346595454294e+00,-1.198321659135606954e+00,9.375404971172667246e-01
7.958701389094141598e-01,-1.343616132147214870e+00,-1.200055471301438637e+00,9.394307997551898382e-01
7.976154681614084918e-01,-1.345492139660328990e+00,-1.201786612007402333e+00,9.413209958143351486e-01
7.993607974134028238e-01,-1.347365376567901674e+00,-1.203515087452150079e+00,9.432110865291543078e-01
8.011061266653971558e-01,-1.349235850284412841e+00,-1.205240903820606890e+00,9.451010731292033284e-01
8.028514559173914877e-01,-1.351103568205780370e+00,-1.206964067283981645e+00,9.469909568391905452e-01
8.045967851693858197e-01,-1.352968537709424712e+00,-1.208684583999777296e+00,9.488807388790334585e-01
8.063421144213801517e-01,-1.354830766154332178e+00,-1.210402460111800638e+00,9.507704204639120249e-01
8.080874436733744837e-01,-1.356690260881116883e+00,-1.212117701750175636e+00,9.526600028043157309e-01
8.098327729253688156e-01,-1.358547029212088475e+00,-1.213830315031353635e+00,9.545494871061039888e-01
8.115781021773631476e-01,-1.360401078451307422e+00,-1.215540306058123576e+00,9.564388745705469930e-01
8.133234314293574796e-01,-1.362252415884653622e+00,-1.217247680919623765e+00,9.583281663943870043e-01
8.150687606813518116e-01,-1.364101048779884806e+00,-1.218952445691354525e+00,9.602173637698818709e-01
8.168140899333461435e-01,-1.365946984386701590e+00,-1.220654606435188638e+00,9.621064678848592067e-01
8.185594191853404755e-01,-1.367790229936804547e+00,-1.222354169199383112e+00,9.639954799227616888e-01
8.203047484373348075e-01,-1.369630792643961259e+00,-1.224051140018592276e+00,9.658844010627039012e-01
8.220500776893291395e-01,-1.371468679704060722e+00,-1.225745524913877560e+00,9.677732324795123020e-01
8.237954069413234715e-01,-1.373303898295179959e+00,-1.227437329892721696e+00,9.696619753437811795e-01
8.255407361933178034e-01,-1.375136455577640637e+00,-1.229126560949039826e+00,9.715506308219188369e-01
8.272860654453121354e-01,-1.376966358694071246e+00,-1.230813224063191935e+00,9.734392000761911135e-01
8.290313946973064674e-01,-1.378793614769465492e+00,-1.232497325201994620e+00,9.753276842647773393e-01
8.307767239493007994e-01,-1.380618230911245359e+00,-1.234178870318737076e+00,9.772160845418094155e-01
8.325220532012951313e-01,-1.382440214209314178e+00,-1.235857865353187979e+00,9.791044020574215523e-01
8.342673824532894633e-01,-1.384259571736122574e+00,-1.237534316231612808e+00,9.809926379577991185e-01
8.360127117052837953e-01,-1.386076310546724866e+00,-1.239208228866785166e+00,9.828807933852230505e-01
8.377580409572781273e-01,-1.387890437678835909e+00,-1.240879609158000996e+00,9.847688694781133734e-01
8.395033702092724592e-01,-1.389701960152892379e+00,-1.242548462991088565e+00,9.866568673710762738e-01
8.412486994612667912e-01,-1.391510884972110951e+00,-1.244214796238425347e+00,9.885447881949520621e-01
8.429940287132611232e-01,-1.393317219122544692e+00,-1.245878614758950009e+00,9.904326330768551401e-01
8.447393579652554552e-01,-1.395120969573139025e+00,-1.247539924398173516e+00,9.923204031402210745e-01
8.464846872172497871e-01,-1.396922143275797445e+00,-1.249198730988197781e+00,9.942080995048492298e-01
8.482300164692441191e-01,-1.398720747165429490e+00,-1.250855040347723879e+00,9.960957232869498412e-01
8.499753457212384511e-01,-1.400516788160012460e+00,-1.252508858282069149e+00,9.979832755991822069e-01
8.517206749732327831e-01,-1.402310273160650489e+00,-1.254160190583180734e+00,9.998707575507026490e-01
8.534660042252271150e-01,-1.404101209051625609e+00,-1.255809043029648242e+00,1.001758170247204482e+00
8.552113334772214470e-01,-1.405889602700459928e+00,-1.257455421386718841e+00,1.003645514790962423e+00
8.569566627292156680e-01,-1.407675460957969804e+00,-1.259099331406311251e+00,1.005532792280874332e+00
8.587019919812099999e-01,-1.409458790658319582e+00,-1.260740778827029285e+00,1.007420003812500298e+00
8.604473212332043319e-01,-1.411239598619082880e+00,-1.262379769374177840e+00,1.009307150478109705e+00
8.621926504851986639e-01,-1.413017891641295876e+00,-1.264016308759775553e+00,1.011194233366718542e+00
8.639379797371929959e-01,-1.414793676509509268e+00,-1.265650402682570563e+00,1.013081253564131146e+00
8.656833089891873279e-01,-1.416566959991849561e+00,-1.267282056828055170e+00,1.014968212152981941e+00
8.674286382411816598e-01,-1.418337748840072354e+00,-1.268911276868479376e+00,1.016855110212774527e+00
8.691739674931759918e-01,-1.420106049789617408e+00,-1.270538068462867320e+00,1.018741948819926080e+00
8.709192967451703238e-01,-1.421871869559661938e+00,-1.272162437257030820e+00,1.020628729047801109e+00
8.726646259971646558e-01,-1.423635214853177011e+00,-1.273784388883585361e+00,1.022515451966755862e+00
8.744099552491589877e-01,-1.425396092356983502e+00,-1.275403928961965194e+00,1.024402118644177406e+00
8.761552845011533197e-01,-1.427154508741802275e+00,-1.277021063098437326e+00,1.026288730144518269e+00
8.779006137531476517e-01,-1.428910470662314136e+00,-1.278635796886119724e+00,1.028175287529341730e+00
8.796459430051419837e-01,-1.430663984757209573e+00,-1.280248135904992424e+00,1.030061791857359133e+00
8.813912722571363156e-01,-1.432415057649242485e+00,-1.281858085721916618e+00,1.031948244184461849e+00
8.831366015091306476e-01,-1.434163695945289696e+00,-1.283465651890648873e+00,1.033834645563771915e+00
8.848819307611249796e-01,-1.435909906236397138e+00,-1.285070839951857113e+00,1.035720997045665115e+00
8.866272600131193116e-01,-1.437653695097837137e+00,-1.286673655433134389e+00,1.037607299677821615e+00
8.883725892651136435e-01,-1.439395069089163481e+00,-1.288274103849018637e+00,1.039493554505257933e+00
8.901179185171079755e-01,-1.441134034754259829e+00,-1.289872190701005339e+00,1.041379762570362466e+00
8.918632477691023075e-01,-1.442870598621396550e+00,-1.291467921477563952e+00,1.043265924912935461e+00
8.936085770210966395e-01,-1.444604767203284901e+00,-1.293061301654155004e+00,1.045152042570226314e+00
8.953539062730909714e-01,-1.446336546997123662e+00,-1.294652336693246086e+00,1.047038116576968214e+00
8.970992355250853034e-01,-1.448065944484657308e+00,-1.296241032044326946e+00,1.048924147965415443e+00
8.988445647770796354e-01,-1.449792966132226635e+00,-1.297827393143927033e+00,1.050810137765379793e+00
9.005898940290739674e-01,-1.451517618390820719e+00,-1.299411425415629484e+00,1.052696087004265202e+00
9.023352232810682994e-01,-1.453239907696132427e+00,-1.300993134270092888e+00,1.054581996707107727e+00
9.040805525330626313e-01,-1.454959840468602827e+00,-1.302572525105061496e+00,1.056467867896603963e+00
9.058258817850569633e-01,-1.456677423113483361e+00,-1.304149603305385430e+00,1.058353701593154561e+00
9.075712110370512953e-01,-1.458392662020878028e+00,-1.305724374243037555e+00,1.060239498814891768e+00
9.093165402890456273e-01,-1.460105563565802012e+00,-1.307296843277126808e+00,1.062125260577721164e+00
9.110618695410399592e-01,-1.461816134108230969e+00,-1.308867015753918395e+00,1.064010987895352756e+00
9.128071987930342912e-01,-1.463524379993149882e+00,-1.310434897006849564e+00,1.065896681779334720e+00
9.145525280450286232e-01,-1.465230307550609457e+00,-1.312000492356548476e+00,1.067782343239089826e+00
9.162978572970229552e-01,-1.466933923095772307e+00,-1.313563807110845527e+00,1.069667973281950069e+00
9.180431865490172871e-01,-1.468635232928970247e+00,-1.315124846564796890e+00,1.071553572913190422e+00
9.197885158010116191e-01,-1.470334243335747360e+00,-1.316683616000696944e+00,1.073439143136061702e+00
9.215338450530059511e-01,-1.472030960586916404e+00,-1.318240120688098926e+00,1.075324684951823428e+00
9.232791743050002831e-01,-1.473725390938609436e+00,-1.319794365883829368e+00,1.077210199359780241e+00
9.250245035569946150e-01,-1.475417540632326219e+00,-1.321346356832006963e+00,1.079095687357313871e+00
9.267698328089889470e-01,-1.477107415894987064e+00,-1.322896098764060557e+00,1.080981149939915120e+00
9.285151620609832790e-01,-1.478795022938979020e+00,-1.324443596898743358e+00,1.082866588101218497e+00
9.302604913129776110e-01,-1.480480367962213162e+00,-1.325988856442154695e+00,1.084752002833035966e+00
9.320058205649718319e-01,-1.482163457148168106e+00,-1.327531882587753120e+00,1.086637395125387151e+00
9.337511498169661639e-01,-1.483844296665945084e+00,-1.329072680516379279e+00,1.088522765966532191e+00
9.354964790689604959e-01,-1.485522892670313677e+00,-1.330611255396267012e+00,1.090408116343006384e+00
9.372418083209548278e-01,-1.487199251301766445e+00,-1.332147612383067781e+00,1.092293447239653048e+00
9.389871375729491598e-01,-1.488873378686563775e+00,-1.333681756619862435e+00,1.094178759639651055e+00
9.407324668249434918e-01,-1.490545280936788508e+00,-1.335213693237184307e+00,1.096064054524547693e+00
9.424777960769378238e-01,-1.492214964150390344e+00,-1.336743427353031866e+00,1.097949332874296857e+00
9.442231253289321558e-01,-1.493882434411242688e+00,-1.338270964072891145e+00,1.099834595667283921e+00
9.459684545809264877e-01,-1.495547697789184394e+00,-1.339796308489751286e+00,1.101719843880359484e+00
9.477137838329208197e-01,-1.497210760340071722e+00,-1.341319465684121415e+00,1.103605078488871349e+00
9.494591130849151517e-01,-1.498871628105831633e+00,-1.342840440724052620e+00,1.105490300466694720e+00
9.512044423369094837e-01,-1.500530307114506634e+00,-1.344359238665151279e+00,1.107375510786265060e+00
9.529497715889038156e-01,-1.502186803380304081e+00,-1.345875864550601264e+00,1.109260710418606521e+00
9.546951008408981476e-01,-1.503841122903645910e+00,-1.347390323411178148e+00,1.111145900333365688e+00
9.564404300928924796e-01,-1.505493271671219269e+00,-1.348902620265272523e+00,1.113031081498839114e+00
9.581857593448868116e-01,-1.507143255656024028e+00,-1.350412760118902211e+00,1.114916254882008850e+00
9.599310885968811435e-01,-1.508791080817419861e+00,-1.351920747965734471e+00,1.116801421448566423e+00
9.616764178488754755e-01,-1.510436753101178642e+00,-1.353426588787105089e+00,1.118686582162949250e+00
9.634217471008698075e-01,-1.512080278439528858e+00,-1.354930287552032153e+00,1.120571737988366401e+00
9.651670763528641395e-01,-1.513721662751208896e+00,-1.356431849217238250e+00,1.122456889886835008e+00
